,title,date,URL,summary,topic
47,How to save on video games safely,"Fri, 29 May 2020 11:21:41 +0000",https://www.kaspersky.com/blog/whats-wrong-with-cheap-game-keys/35682/,"The dangers of pirated games, activation codes on gray-market sites, and ready-made accounts in official stores.",other
48,How to deal with internal BEC,"Thu, 28 May 2020 15:22:33 +0000",https://www.kaspersky.com/blog/fighting-internal-bec/35691/,BEC attacks that use compromised mailboxes are especially dangerous. Here’s how we learned to identify them.,other
49,"Transatlantic Cable podcast, episode 144","Wed, 27 May 2020 14:31:26 +0000",https://www.kaspersky.com/blog/transatlantic-cable-podcast-144/35675/,"Dave and Jeff sit down with Marco Preuss to discuss the ethics of social ratings, masked selfies, and more.",other
50,Маленькая индийская компания проводит кибершпионские операции на заказ,"Tue, 09 Jun 2020 16:45:25 +0300",https://www.securitylab.ru/news/509019.php,За восемь лет BellTroX InfoTech Services взломала более 10 тыс. учетных записей в сервисах электронной почты.,other
51,Уязвимость CallStranger позволяет перехватывать контроль над IoT-устройствами,"Tue, 09 Jun 2020 16:34:10 +0300",https://www.securitylab.ru/news/509020.php,Опубликован PoC-код для эксплуатации уязвимости в наборе сетевых протоколов UPnP.,other
52,Карты Google помогут обезопасить себя от COVID-19,"Tue, 09 Jun 2020 15:56:15 +0300",https://www.securitylab.ru/news/509018.php,"В обновленном приложении появились функции, связанные с защитой от COVID-19.",other
53,"Одна из группировок Magecart атаковала сайты, связанные с экстренными службами","Tue, 09 Jun 2020 15:15:59 +0300",https://www.securitylab.ru/news/509017.php,Злоумышленники использовали некорректно настроенные бакеты Amazon S3 для внедрения JavaScript-кода на web-сайты.,other
54,Онлайн-конференция «Пост анализ инцидентов и работы с доказательствами»,"Tue, 09 Jun 2020 14:45:29 +0300",https://www.securitylab.ru/news/509016.php,На конференции будет представлен обзор реальных хакерских атак и порядок сбора информации в рамках пост анализа инцидентов.,other
55,Производители «умных» холодильников могут прекратить их поддержку всего через пару лет,"Tue, 09 Jun 2020 12:55:25 +0300",https://www.securitylab.ru/news/509014.php,"Многие производители не могут прояснить, как долго будет осуществляться поддержка IoT-устройств.",other
56,Владимир Путин подписал закон о создании единого регистра сведений о населении,"Tue, 09 Jun 2020 11:02:17 +0300",https://www.securitylab.ru/news/509013.php,"Управлять новой базой будет ФНС, а доступ к ней получит только ограниченное число сотрудников ведомства.",other
57,Глава Минкомсвязи: Рунет невозможно отключить от остального интернета,"Tue, 09 Jun 2020 10:43:43 +0300",https://www.securitylab.ru/news/509011.php,"По словам министра, создавать российский аналог «Великого китайского файервола» уже поздно.",other
58,Компания Honda могла стать жертвой вымогательского ПО,"Tue, 09 Jun 2020 09:55:06 +0300",https://www.securitylab.ru/news/509010.php,Производитель приостановил некоторые производственные процессы из-за «неполадок в работе компьютерной сети».,other
59,Владельцы DDoS-сервиса vDOS отделались 6 месяцами исправительных работ,"Tue, 09 Jun 2020 09:37:52 +0300",https://www.securitylab.ru/news/509009.php,Обвиняемые смогли заработать более $600 тыс. с помощью сервиса vDOS.,other
60,Браузер Brave уличен в использовании реферальных ссылок,"Tue, 09 Jun 2020 08:49:43 +0300",https://www.securitylab.ru/news/509008.php,"По словам главы Brave, переадресация пользователей происходила по ошибке.",other
61,Майнер криптовалюты похитил электроэнергию на 34 млн рублей,"Mon, 08 Jun 2020 16:30:29 +0300",https://www.securitylab.ru/news/509005.php,Полицейские Дагестана обнаружили майнинговую ферму на территории строительной базы.,other
62,Chrome теперь позволяет находить потенциально нежелательное ПО,"Mon, 08 Jun 2020 16:21:52 +0300",https://www.securitylab.ru/news/509006.php,Google добавила в свой браузер Chrome новый инструмент Chrome Cleanup.,other
63,CISA предупредило об атаках с использованием уязвимости SMBGhost,"Mon, 08 Jun 2020 15:45:04 +0300",https://www.securitylab.ru/news/509004.php,Операторы различных вредоносных программ использовали SMBGhost для удаленного выполнения кода.,other
64,Обзор инцидентов безопасности за период с 1 по 7 июня 2020 года,"Mon, 08 Jun 2020 15:17:06 +0300",https://www.securitylab.ru/news/509002.php,"На прошлой неделе большую активность проявляли APT-группы, операторы вымогательского ПО и активисты.",other
65,Уязвимость в контроллерах SWARCO позволяет нарушить работу светофоров,"Mon, 08 Jun 2020 12:19:44 +0300",https://www.securitylab.ru/news/508975.php,Уязвимость получила максимальную оценку в 10 баллов по шкале CVSS.,other
66,Жители Воронежской области похитили 15 млн руб. с помощью «клонов» банковских карт,"Mon, 08 Jun 2020 10:49:25 +0300",https://www.securitylab.ru/news/508971.php,С помощью вредоносного ПО злоумышленники похитили данные банковских карт и изготовили 32 дубликата.,other
67,Преступник обманул компании Electrlux и Solid Bridge на сумму более $500 тыс.,"Mon, 08 Jun 2020 10:46:54 +0300",https://www.securitylab.ru/news/508972.php,В дополнение к осуществлению BEC-атак преступник также занимался мошенничеством с кредитными картами,other
68,WhatsApp позволяет Google индексировать номера телефонов пользователей,"Mon, 08 Jun 2020 09:52:10 +0300",https://www.securitylab.ru/news/508966.php,Функция мессенджера Click to Chat «отправляет» номера телефонов в поисковую систему.,other
69,Apple выпустила набор инструментов для разработки менеджеров паролей,"Mon, 08 Jun 2020 08:54:39 +0300",https://www.securitylab.ru/news/508961.php,Бесплатный набор инструментов Password Manager Resources был опубликован на GitHub.,other
70,Trump's Deranged Antifa Tweet and OANN Are the Result of Failed Media Policy,"Tue, 09 Jun 2020 19:43:32 +0000",https://www.vice.com/en_us/article/5dzgnk/trumps-deranged-antifa-tweet-and-oann-are-the-result-of-failed-media-policy,"Decades of media policy failures have culminated in unhinged misinformation masquerading as news, and many experts don’t see a clear path forward.",other
71,Audio Engineers Built a Shield to Deflect Police Sound Cannons,"Tue, 09 Jun 2020 17:16:08 +0000",https://www.vice.com/en_us/article/dyzpna/audio-engineers-built-a-shield-to-deflect-police-sound-cannons,"Amidst nationwide protests, two audiophiles have designed a defense against LRADs, the militaristic sonic weapons used by police to disperse crowds.",other
72,LAPD Got Tech Demos from Israeli Phone Hacking Firm NSO Group,"Tue, 09 Jun 2020 15:14:54 +0000",https://www.vice.com/en_us/article/n7wna7/lapd-phone-hacking-nso-group-westbridge,Emails obtained by Motherboard also reveal new details about previously unreported NSO Group products.,other
73,It’s Time to Archive the Internet Archive,"Tue, 09 Jun 2020 12:00:00 +0000",https://www.vice.com/en_us/article/5dzg8n/archiving-the-internet-archive-sued-by-publishers,"Publishers are suing the Internet Archive for its emergency library, putting the whole project in danger.",other
74,Lawmakers Demand Federal Agencies Stop Spying on Peaceful Protests,"Tue, 09 Jun 2020 10:00:00 +0000",https://www.vice.com/en_us/article/m7jvya/lawmakers-demand-fbi-dea-cbp-national-guard-stop-spying-george-floyd-protests,"Thirty-five members of Congress signed the strongly worded letter sent to the heads of the FBI, DEA, CBP, and National Guard Bureau.",other
75,$1 Million Buried Treasure Found After 10-Year Hunt in Rocky Mountains,"Mon, 08 Jun 2020 18:00:38 +0000",https://www.vice.com/en_us/article/935b78/forrest-fenn-1-million-buried-treasure-found-after-10-year-hunt-in-rocky-mountains,Forrest Fenn's famous treasure hunt is finally over after an anonymous person has solved the clues hidden in a poem.,other
76,Scientists Uncovered a Hidden Pattern in a Mysterious Signal from Space,"Mon, 08 Jun 2020 17:44:30 +0000",https://www.vice.com/en_us/article/g5pqew/scientists-uncovered-a-hidden-pattern-in-a-mysterious-signal-from-space,"The repeating burst is coming to us in an unexplained 157-day cycle, astronomers discovered, and its active phase should be starting now.",other
77,"Agencies Spending Millions on 'Crossbow' Spy Tech, an Upgraded Stingray","Mon, 08 Jun 2020 17:35:04 +0000",https://www.vice.com/en_us/article/jgxm3g/crossbow-imsi-catcher-new-stingray,"Motherboard found various military and federal law enforcement agencies have bought the Crossbow, which appears to target phones on 4G.",other
78,Is the U.S. a Failed State?,"Mon, 08 Jun 2020 13:46:51 +0000",https://www.vice.com/en_us/article/dyzp9x/is-the-us-a-failed-state,"Indicators are bad, but decline isn’t predetermined.",other
79,There Needs to Be Consequences,"Mon, 08 Jun 2020 13:15:21 +0000",https://www.vice.com/en_us/article/jgxm9g/there-needs-to-be-consequences,"The George Floyd protests are, at their core, about being done with living in a society where people get away with crimes and cheat the rest of us.",other
80,He Tweeted That He Was the Leader of Antifa. Then the FBI Asked Him to Be an Informant.,"Tue, 09 Jun 2020 16:46:48 +0000",https://theintercept.com/2020/06/09/antifa-fbi-tweet/,"The Charlotte, North Carolina, man tweeted in protest because he thought the Trump administration’s designation of antifa as a terror group was absurd.
The post He Tweeted That He Was the Leader of Antifa. Then the FBI Asked Him to Be an Informant. appeared first on The Intercept.",other
81,"The NYT Admits Key Falsehoods That Drove Last Year's Coup in Bolivia: Falsehoods Peddled by the U.S., its Media, and the NYT","Mon, 08 Jun 2020 19:26:30 +0000",https://theintercept.com/2020/06/08/the-nyt-admits-key-falsehoods-that-drove-last-years-coup-in-bolivia-falsehoods-peddled-by-the-u-s-its-media-and-the-nyt/,"The U.S. government and its media once again help destroy a thriving Latin American democracy.
The post The NYT Admits Key Falsehoods That Drove Last Year’s Coup in Bolivia: Falsehoods Peddled by the U.S., its Media, and the NYT appeared first on The Intercept.",other
82,"Amid Protests, Phoenix Police Swept Up Immigrants on Mistaken Charges. Now They Face Deportation.","Mon, 08 Jun 2020 15:42:38 +0000",https://theintercept.com/2020/06/08/phoenix-protests-immigrants-arrested/,"“This is a prime example of why local law enforcement should not have any interaction with ICE — because cops make mistakes,” a Phoenix attorney said.
The post Amid Protests, Phoenix Police Swept Up Immigrants on Mistaken Charges. Now They Face Deportation. appeared first on The Intercept.",other
83,The Coronavirus Stimulus Discourages Aid to Small Business Owners With a Criminal Record,"Mon, 08 Jun 2020 10:00:58 +0000",https://theintercept.com/2020/06/08/coronavirus-stimulus-small-business-felony-ppp/,"The Paycheck Protection Program, created by Congress through the CARES Act, is disqualifying and discouraging small business owners with felony convictions.
The post The Coronavirus Stimulus Discourages Aid to Small Business Owners With a Criminal Record appeared first on The Intercept.",other
84,"Hickenlooper, Champion of “Broken Windows” Policing, Says “Every Life Matters” in Response to Protests","Sun, 07 Jun 2020 19:44:09 +0000",https://theintercept.com/2020/06/07/hickenlooper-champion-of-broken-windows-policing-says-every-life-matters-in-response-to-protests/,"John Hickenlooper, recruited and backed by Democratic leaders in Washington for a Colorado Senate seat, faces questions about his policing approach as Denver mayor.
The post Hickenlooper, Champion of “Broken Windows” Policing, Says “Every Life Matters” in Response to Protests appeared first on The Intercept.",other
